,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
20046,20046,2023,S,Other Services,b_1-5,Rolling mean employees,20946,COUNT,,,,,,,,,
20047,20047,2023,S,Other Services,b_1-5,Salaries and wages paid,1237,DOLLARS(millions),,,,,,,,,
20048,20048,2023,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",3674,DOLLARS(millions),,,,,,,,,
20049,20049,2023,S,Other Services,b_1-5,Total assets,5067,DOLLARS(millions),,,,,,,,,
20050,20050,2023,S,Other Services,b_1-5,Total expenditure,3654,DOLLARS(millions),,,,,,,,,
20051,20051,2023,S,Other Services,b_1-5,Total income,3937,DOLLARS(millions),,,,,,,,,
20052,20052,2023,S,Other Services,c_6-9,Activity unit,1899,COUNT,,,,,,,,,
20053,20053,2023,S,Other Services,c_6-9,Fixed tangible assets,557,DOLLARS(millions),,,,,,,,,
20054,20054,2023,S,Other Services,c_6-9,Operating profit before tax,160,DOLLARS(millions),,,,,,,,,
20055,20055,2023,S,Other Services,c_6-9,Rolling mean employees,13539,COUNT,,,,,,,,,
20056,20056,2023,S,Other Services,c_6-9,Salaries and wages paid,750,DOLLARS(millions),,,,,,,,,
20057,20057,2023,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",2053,DOLLARS(millions),,,,,,,,,
20058,20058,2023,S,Other Services,c_6-9,Total assets,3049,DOLLARS(millions),,,,,,,,,
20059,20059,2023,S,Other Services,c_6-9,Total expenditure,2060,DOLLARS(millions),,,,,,,,,
20060,20060,2023,S,Other Services,c_6-9,Total income,2219,DOLLARS(millions),,,,,,,,,
20061,20061,2023,S,Other Services,d_10-19,Activity unit,1092,COUNT,,,,,,,,,
20062,20062,2023,S,Other Services,d_10-19,Fixed tangible assets,558,DOLLARS(millions),,,,,,,,,
20063,20063,2023,S,Other Services,d_10-19,Operating profit before tax,190,DOLLARS(millions),,,,,,,,,
20064,20064,2023,S,Other Services,d_10-19,Rolling mean employees,13911,COUNT,,,,,,,,,
20065,20065,2023,S,Other Services,d_10-19,Salaries and wages paid,793,DOLLARS(millions),,,,,,,,,
20066,20066,2023,S,Other Services,d_10-19,"Sales, government funding, grants and subsidies",2332,DOLLARS(millions),,,,,,,,,
20067,20067,2023,S,Other Services,d_10-19,Total assets,2602,DOLLARS(millions),,,,,,,,,
20068,20068,2023,S,Other Services,d_10-19,Total expenditure,2388,DOLLARS(millions),,,,,,,,,
20069,20069,2023,S,Other Services,d_10-19,Total income,2559,DOLLARS(millions),,,,,,,,,
20070,20070,2023,S,Other Services,e_20-49,Activity unit,375,COUNT,,,,,,,,,
20071,20071,2023,S,Other Services,e_20-49,Fixed tangible assets,465,DOLLARS(millions),,,,,,,,,
20072,20072,2023,S,Other Services,e_20-49,Operating profit before tax,35,DOLLARS(millions),,,,,,,,,
20073,20073,2023,S,Other Services,e_20-49,Rolling mean employees,10431,COUNT,,,,,,,,,
20074,20074,2023,S,Other Services,e_20-49,Salaries and wages paid,650,DOLLARS(millions),,,,,,,,,
20075,20075,2023,S,Other Services,e_20-49,"Sales, government funding, grants and subsidies",1770,DOLLARS(millions),,,,,,,,,
20076,20076,2023,S,Other Services,e_20-49,Total assets,4144,DOLLARS(millions),,,,,,,,,
20077,20077,2023,S,Other Services,e_20-49,Total expenditure,2114,DOLLARS(millions),,,,,,,,,
20078,20078,2023,S,Other Services,e_20-49,Total income,2067,DOLLARS(millions),,,,,,,,,
20079,20079,2023,S,Other Services,f_50-99,Activity unit,78,COUNT,,,,,,,,,
20080,20080,2023,S,Other Services,f_50-99,Fixed tangible assets,286,DOLLARS(millions),,,,,,,,,
20081,20081,2023,S,Other Services,f_50-99,Operating profit before tax,31,DOLLARS(millions),,,,,,,,,
20082,20082,2023,S,Other Services,f_50-99,Rolling mean employees,5178,COUNT,,,,,,,,,
20083,20083,2023,S,Other Services,f_50-99,Salaries and wages paid,310,DOLLARS(millions),,,,,,,,,
20084,20084,2023,S,Other Services,f_50-99,"Sales, government funding, grants and subsidies",860,DOLLARS(millions),,,,,,,,,
20085,20085,2023,S,Other Services,f_50-99,Total assets,941,DOLLARS(millions),,,,,,,,,
20086,20086,2023,S,Other Services,f_50-99,Total expenditure,924,DOLLARS(millions),,,,,,,,,
20087,20087,2023,S,Other Services,f_50-99,Total income,941,DOLLARS(millions),,,,,,,,,
20088,20088,2023,S,Other Services,g_100-199,Activity unit,21,COUNT,,,,,,,,,
20089,20089,2023,S,Other Services,g_100-199,Fixed tangible assets,124,DOLLARS(millions),,,,,,,,,
20090,20090,2023,S,Other Services,g_100-199,Operating profit before tax,43,DOLLARS(millions),,,,,,,,,
20091,20091,2023,S,Other Services,g_100-199,Rolling mean employees,2643,COUNT,,,,,,,,,
20092,20092,2023,S,Other Services,g_100-199,Salaries and wages paid,164,DOLLARS(millions),,,,,,,,,
20093,20093,2023,S,Other Services,g_100-199,"Sales, government funding, grants and subsidies",393,DOLLARS(millions),,,,,,,,,
20094,20094,2023,S,Other Services,g_100-199,Total assets,460,DOLLARS(millions),,,,,,,,,
20095,20095,2023,S,Other Services,g_100-199,Total expenditure,497,DOLLARS(millions),,,,,,,,,
20096,20096,2023,S,Other Services,g_100-199,Total income,534,DOLLARS(millions),,,,,,,,,
20097,20097,2023,S,Other Services,h_200+,Activity unit,12,COUNT,,,,,,,,,
20098,20098,2023,S,Other Services,h_200+,Fixed tangible assets,386,DOLLARS(millions),,,,,,,,,
20099,20099,2023,S,Other Services,h_200+,Operating profit before tax,10,DOLLARS(millions),,,,,,,,,
20100,20100,2023,S,Other Services,h_200+,Rolling mean employees,5754,COUNT,,,,,,,,,
20101,20101,2023,S,Other Services,h_200+,Salaries and wages paid,363,DOLLARS(millions),,,,,,,,,
20102,20102,2023,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",737,DOLLARS(millions),,,,,,,,,
20103,20103,2023,S,Other Services,h_200+,Total assets,1419,DOLLARS(millions),,,,,,,,,
20104,20104,2023,S,Other Services,h_200+,Total expenditure,884,DOLLARS(millions),,,,,,,,,
20105,20105,2023,S,Other Services,h_200+,Total income,925,DOLLARS(millions),,,,,,,,,
20106,20106,2023,S,Other Services,i_Industry_Total,Activity unit,25902,COUNT,,,,,,,,,
20107,20107,2023,S,Other Services,i_Industry_Total,Fixed tangible assets,5471,DOLLARS(millions),,,,,,,,,
20108,20108,2023,S,Other Services,i_Industry_Total,Operating profit before tax,1262,DOLLARS(millions),,,,,,,,,
20109,20109,2023,S,Other Services,i_Industry_Total,Rolling mean employees,72399,COUNT,,,,,,,,,
20110,20110,2023,S,Other Services,i_Industry_Total,Salaries and wages paid,4626,DOLLARS(millions),,,,,,,,,
20111,20111,2023,S,Other Services,i_Industry_Total,"Sales, government funding, grants and subsidies",13708,DOLLARS(millions),,,,,,,,,
20112,20112,2023,S,Other Services,i_Industry_Total,Total assets,22172,DOLLARS(millions),,,,,,,,,
20113,20113,2023,S,Other Services,i_Industry_Total,Total expenditure,14467,DOLLARS(millions),,,,,,,,,
20114,20114,2023,S,Other Services,i_Industry_Total,Total income,15629,DOLLARS(millions),,,,,,,,,
20115,20115,2023,all,All Industries,j_Grand_Total,Activity unit,540552,COUNT,,,,,,,,,
20116,20116,2023,all,All Industries,j_Grand_Total,Fixed tangible assets,679947,DOLLARS(millions),,,,,,,,,
20117,20117,2023,all,All Industries,j_Grand_Total,Operating profit before tax,103139,DOLLARS(millions),,,,,,,,,
20118,20118,2023,all,All Industries,j_Grand_Total,Rolling mean employees,2004099,COUNT,,,,,,,,,
20119,20119,2023,all,All Industries,j_Grand_Total,Salaries and wages paid,147768,DOLLARS(millions),,,,,,,,,
20120,20120,2023,all,All Industries,j_Grand_Total,"Sales, government funding, grants and subsidies",818967,DOLLARS(millions),,,,,,,,,
20121,20121,2023,all,All Industries,j_Grand_Total,Total assets,2833048,DOLLARS(millions),,,,,,,,,
20122,20122,2023,all,All Industries,j_Grand_Total,Total expenditure,830918,DOLLARS(millions),,,,,,,,,
20123,20123,2023,all,All Industries,j_Grand_Total,Total income,928600,DOLLARS(millions),,,,,,,,,
20124,20124,2024,A,"Agriculture, Forestry and Fishing",a_0,Activity unit,40980,COUNT,,,,,,,,,
20125,20125,2024,A,"Agriculture, Forestry and Fishing",a_0,Fixed tangible assets,56385,DOLLARS(millions),,,,,,,,,
20126,20126,2024,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,1710,DOLLARS(millions),,,,,,,,,
20127,20127,2024,A,"Agriculture, Forestry and Fishing",a_0,Rolling mean employees,0,COUNT,,,,,,,,,
20128,20128,2024,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,536,DOLLARS(millions),,,,,,,,,
20129,20129,2024,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",13454,DOLLARS(millions),,,,,,,,,
20130,20130,2024,A,"Agriculture, Forestry and Fishing",a_0,Total assets,98033,DOLLARS(millions),,,,,,,,,
20131,20131,2024,A,"Agriculture, Forestry and Fishing",a_0,Total expenditure,12938,DOLLARS(millions),,,,,,,,,
20132,20132,2024,A,"Agriculture, Forestry and Fishing",a_0,Total income,16075,DOLLARS(millions),,,,,,,,,
20133,20133,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Activity unit,16800,COUNT,,,,,,,,,
20134,20134,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Fixed tangible assets,41751,DOLLARS(millions),,,,,,,,,
20135,20135,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1162,DOLLARS(millions),,,,,,,,,
20136,20136,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Rolling mean employees,33060,COUNT,,,,,,,,,
20137,20137,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,2329,DOLLARS(millions),,,,,,,,,
20138,20138,2024,A,"Agriculture, Forestry and Fishing",b_1-5,"Sales, government funding, grants and subsidies",16531,DOLLARS(millions),,,,,,,,,
20139,20139,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Total assets,64860,DOLLARS(millions),,,,,,,,,
20140,20140,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Total expenditure,15655,DOLLARS(millions),,,,,,,,,
20141,20141,2024,A,"Agriculture, Forestry and Fishing",b_1-5,Total income,17382,DOLLARS(millions),,,,,,,,,
20142,20142,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Activity unit,2175,COUNT,,,,,,,,,
20143,20143,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,10914,DOLLARS(millions),,,,,,,,,
20144,20144,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,319,DOLLARS(millions),,,,,,,,,
20145,20145,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Rolling mean employees,15294,COUNT,,,,,,,,,
20146,20146,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,916,DOLLARS(millions),,,,,,,,,
20147,20147,2024,A,"Agriculture, Forestry and Fishing",c_6-9,"Sales, government funding, grants and subsidies",5269,DOLLARS(millions),,,,,,,,,
20148,20148,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Total assets,16712,DOLLARS(millions),,,,,,,,,
20149,20149,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,5062,DOLLARS(millions),,,,,,,,,
20150,20150,2024,A,"Agriculture, Forestry and Fishing",c_6-9,Total income,5517,DOLLARS(millions),,,,,,,,,
20151,20151,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Activity unit,1242,COUNT,,,,,,,,,
20152,20152,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Fixed tangible assets,7967,DOLLARS(millions),,,,,,,,,
20153,20153,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,200,DOLLARS(millions),,,,,,,,,
20154,20154,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Rolling mean employees,16140,COUNT,,,,,,,,,
20155,20155,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,934,DOLLARS(millions),,,,,,,,,
20156,20156,2024,A,"Agriculture, Forestry and Fishing",d_10-19,"Sales, government funding, grants and subsidies",5030,DOLLARS(millions),,,,,,,,,
20157,20157,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Total assets,15378,DOLLARS(millions),,,,,,,,,
20158,20158,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,4973,DOLLARS(millions),,,,,,,,,
20159,20159,2024,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,5180,DOLLARS(millions),,,,,,,,,
20160,20160,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,606,COUNT,,,,,,,,,
20161,20161,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,4251,DOLLARS(millions),,,,,,,,,
20162,20162,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,99,DOLLARS(millions),,,,,,,,,
20163,20163,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Rolling mean employees,18135,COUNT,,,,,,,,,
20164,20164,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,955,DOLLARS(millions),,,,,,,,,
20165,20165,2024,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",4399,DOLLARS(millions),,,,,,,,,
20166,20166,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,8281,DOLLARS(millions),,,,,,,,,
20167,20167,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Total expenditure,4429,DOLLARS(millions),,,,,,,,,
20168,20168,2024,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,4531,DOLLARS(millions),,,,,,,,,
20169,20169,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Activity unit,144,COUNT,,,,,,,,,
20170,20170,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,2129,DOLLARS(millions),,,,,,,,,
20171,20171,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,74,DOLLARS(millions),,,,,,,,,
20172,20172,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,9789,COUNT,,,,,,,,,
20173,20173,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,497,DOLLARS(millions),,,,,,,,,
20174,20174,2024,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",2091,DOLLARS(millions),,,,,,,,,
20175,20175,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,4736,DOLLARS(millions),,,,,,,,,
20176,20176,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Total expenditure,2084,DOLLARS(millions),,,,,,,,,
20177,20177,2024,A,"Agriculture, Forestry and Fishing",f_50-99,Total income,2195,DOLLARS(millions),,,,,,,,,
20178,20178,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,51,COUNT,,,,,,,,,
20179,20179,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Fixed tangible assets,1694,DOLLARS(millions),,,,,,,,,
20180,20180,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,33,DOLLARS(millions),,,,,,,,,
20181,20181,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,6936,COUNT,,,,,,,,,
20182,20182,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Salaries and wages paid,343,DOLLARS(millions),,,,,,,,,
20183,20183,2024,A,"Agriculture, Forestry and Fishing",g_100-199,"Sales, government funding, grants and subsidies",1519,DOLLARS(millions),,,,,,,,,
20184,20184,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,4455,DOLLARS(millions),,,,,,,,,
20185,20185,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,1544,DOLLARS(millions),,,,,,,,,
20186,20186,2024,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,1588,DOLLARS(millions),,,,,,,,,
20187,20187,2024,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,27,COUNT,,,,,,,,,
20188,20188,2024,A,"Agriculture, Forestry and Fishing",h_200+,Fixed tangible assets,2365,DOLLARS(millions),,,,,,,,,
20189,20189,2024,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,-17,DOLLARS(millions),,,,,,,,,
20190,20190,2024,A,"Agriculture, Forestry and Fishing",h_200+,Rolling mean employees,13035,COUNT,,,,,,,,,
20191,20191,2024,A,"Agriculture, Forestry and Fishing",h_200+,Salaries and wages paid,579,DOLLARS(millions),,,,,,,,,
20192,20192,2024,A,"Agriculture, Forestry and Fishing",h_200+,"Sales, government funding, grants and subsidies",1921,DOLLARS(millions),,,,,,,,,
20193,20193,2024,A,"Agriculture, Forestry and Fishing",h_200+,Total assets,7967,DOLLARS(millions),,,,,,,,,
20194,20194,2024,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,2219,DOLLARS(millions),,,,,,,,,
20195,20195,2024,A,"Agriculture, Forestry and Fishing",h_200+,Total income,2306,DOLLARS(millions),,,,,,,,,
20196,20196,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Activity unit,62022,COUNT,,,,,,,,,
20197,20197,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Fixed tangible assets,127458,DOLLARS(millions),,,,,,,,,
20198,20198,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,3578,DOLLARS(millions),,,,,,,,,
20199,20199,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Rolling mean employees,112386,COUNT,,,,,,,,,
20200,20200,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,7090,DOLLARS(millions),,,,,,,,,
20201,20201,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,"Sales, government funding, grants and subsidies",50212,DOLLARS(millions),,,,,,,,,
20202,20202,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total assets,220421,DOLLARS(millions),,,,,,,,,
20203,20203,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,48903,DOLLARS(millions),,,,,,,,,
20204,20204,2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,54775,DOLLARS(millions),,,,,,,,,
20205,20205,2024,B,Mining,a_0,Activity unit,435,COUNT,,,,,,,,,
20206,20206,2024,B,Mining,a_0,Fixed tangible assets,1318,DOLLARS(millions),,,,,,,,,
20207,20207,2024,B,Mining,a_0,Operating profit before tax,206,DOLLARS(millions),,,,,,,,,
20208,20208,2024,B,Mining,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
20209,20209,2024,B,Mining,a_0,Salaries and wages paid,46,DOLLARS(millions),,,,,,,,,
20210,20210,2024,B,Mining,a_0,"Sales, government funding, grants and subsidies",838,DOLLARS(millions),,,,,,,,,
20211,20211,2024,B,Mining,a_0,Total assets,3765,DOLLARS(millions),,,,,,,,,
20212,20212,2024,B,Mining,a_0,Total expenditure,786,DOLLARS(millions),,,,,,,,,
20213,20213,2024,B,Mining,a_0,Total income,941,DOLLARS(millions),,,,,,,,,
20214,20214,2024,B,Mining,b_1-5,Activity unit,135,COUNT,,,,,,,,,
20215,20215,2024,B,Mining,b_1-5,Fixed tangible assets,175,DOLLARS(millions),,,,,,,,,
20216,20216,2024,B,Mining,b_1-5,Operating profit before tax,28,DOLLARS(millions),,,,,,,,,
20217,20217,2024,B,Mining,b_1-5,Rolling mean employees,252,COUNT,,,,,,,,,
20218,20218,2024,B,Mining,b_1-5,Salaries and wages paid,28,DOLLARS(millions),,,,,,,,,
20219,20219,2024,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",246,DOLLARS(millions),,,,,,,,,
20220,20220,2024,B,Mining,b_1-5,Total assets,457,DOLLARS(millions),,,,,,,,,
20221,20221,2024,B,Mining,b_1-5,Total expenditure,227,DOLLARS(millions),,,,,,,,,
20222,20222,2024,B,Mining,b_1-5,Total income,263,DOLLARS(millions),,,,,,,,,
20223,20223,2024,B,Mining,c_6-9,Activity unit,54,COUNT,,,,,,,,,
20224,20224,2024,B,Mining,c_6-9,Fixed tangible assets,109,DOLLARS(millions),,,,,,,,,
20225,20225,2024,B,Mining,c_6-9,Operating profit before tax,21,DOLLARS(millions),,,,,,,,,
20226,20226,2024,B,Mining,c_6-9,Rolling mean employees,363,COUNT,,,,,,,,,
20227,20227,2024,B,Mining,c_6-9,Salaries and wages paid,30,DOLLARS(millions),,,,,,,,,
20228,20228,2024,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",167,DOLLARS(millions),,,,,,,,,
20229,20229,2024,B,Mining,c_6-9,Total assets,247,DOLLARS(millions),,,,,,,,,
20230,20230,2024,B,Mining,c_6-9,Total expenditure,155,DOLLARS(millions),,,,,,,,,
20231,20231,2024,B,Mining,c_6-9,Total income,170,DOLLARS(millions),,,,,,,,,
20232,20232,2024,B,Mining,d_10-19,Activity unit,30,COUNT,,,,,,,,,
20233,20233,2024,B,Mining,d_10-19,Fixed tangible assets,120,DOLLARS(millions),,,,,,,,,
20234,20234,2024,B,Mining,d_10-19,Operating profit before tax,35,DOLLARS(millions),,,,,,,,,
20235,20235,2024,B,Mining,d_10-19,Rolling mean employees,396,COUNT,,,,,,,,,
20236,20236,2024,B,Mining,d_10-19,Salaries and wages paid,33,DOLLARS(millions),,,,,,,,,
20237,20237,2024,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",184,DOLLARS(millions),,,,,,,,,
20238,20238,2024,B,Mining,d_10-19,Total assets,232,DOLLARS(millions),,,,,,,,,
20239,20239,2024,B,Mining,d_10-19,Total expenditure,164,DOLLARS(millions),,,,,,,,,
20240,20240,2024,B,Mining,d_10-19,Total income,191,DOLLARS(millions),,,,,,,,,
20241,20241,2024,B,Mining,e_20-49,Activity unit,39,COUNT,,,,,,,,,
20242,20242,2024,B,Mining,e_20-49,Fixed tangible assets,522,DOLLARS(millions),,,,,,,,,
20243,20243,2024,B,Mining,e_20-49,Operating profit before tax,137,DOLLARS(millions),,,,,,,,,
20244,20244,2024,B,Mining,e_20-49,Rolling mean employees,1182,COUNT,,,,,,,,,
20245,20245,2024,B,Mining,e_20-49,Salaries and wages paid,147,DOLLARS(millions),,,,,,,,,
20246,20246,2024,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",747,DOLLARS(millions),,,,,,,,,
20247,20247,2024,B,Mining,e_20-49,Total assets,2108,DOLLARS(millions),,,,,,,,,
20248,20248,2024,B,Mining,e_20-49,Total expenditure,766,DOLLARS(millions),,,,,,,,,
20249,20249,2024,B,Mining,e_20-49,Total income,852,DOLLARS(millions),,,,,,,,,
20250,20250,2024,B,Mining,f_50-99,Activity unit,9,COUNT,,,,,,,,,
20251,20251,2024,B,Mining,f_50-99,Fixed tangible assets,219,DOLLARS(millions),,,,,,,,,
20252,20252,2024,B,Mining,f_50-99,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
20253,20253,2024,B,Mining,f_50-99,Rolling mean employees,651,COUNT,,,,,,,,,
20254,20254,2024,B,Mining,f_50-99,Salaries and wages paid,70,DOLLARS(millions),,,,,,,,,
20255,20255,2024,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",262,DOLLARS(millions),,,,,,,,,
20256,20256,2024,B,Mining,f_50-99,Total assets,455,DOLLARS(millions),,,,,,,,,
20257,20257,2024,B,Mining,f_50-99,Total expenditure,271,DOLLARS(millions),,,,,,,,,
20258,20258,2024,B,Mining,f_50-99,Total income,265,DOLLARS(millions),,,,,,,,,
20259,20259,2024,B,Mining,g_100-199,Activity unit,6,COUNT,,,,,,,,,
20260,20260,2024,B,Mining,g_100-199,Fixed tangible assets,653,DOLLARS(millions),,,,,,,,,
20261,20261,2024,B,Mining,g_100-199,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
20262,20262,2024,B,Mining,g_100-199,Rolling mean employees,900,COUNT,,,,,,,,,
20263,20263,2024,B,Mining,g_100-199,Salaries and wages paid,132,DOLLARS(millions),,,,,,,,,
20264,20264,2024,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",810,DOLLARS(millions),,,,,,,,,
20265,20265,2024,B,Mining,g_100-199,Total assets,1128,DOLLARS(millions),,,,,,,,,
20266,20266,2024,B,Mining,g_100-199,Total expenditure,907,DOLLARS(millions),,,,,,,,,
20267,20267,2024,B,Mining,g_100-199,Total income,836,DOLLARS(millions),,,,,,,,,
20268,20268,2024,B,Mining,h_200+,Activity unit,6,COUNT,,,,,,,,,
20269,20269,2024,B,Mining,h_200+,Fixed tangible assets,2609,DOLLARS(millions),,,,,,,,,
20270,20270,2024,B,Mining,h_200+,Operating profit before tax,328,DOLLARS(millions),,,,,,,,,
20271,20271,2024,B,Mining,h_200+,Rolling mean employees,2274,COUNT,,,,,,,,,
20272,20272,2024,B,Mining,h_200+,Salaries and wages paid,312,DOLLARS(millions),,,,,,,,,
20273,20273,2024,B,Mining,h_200+,"Sales, government funding, grants and subsidies",2211,DOLLARS(millions),,,,,,,,,
20274,20274,2024,B,Mining,h_200+,Total assets,4475,DOLLARS(millions),,,,,,,,,
20275,20275,2024,B,Mining,h_200+,Total expenditure,1962,DOLLARS(millions),,,,,,,,,
20276,20276,2024,B,Mining,h_200+,Total income,2241,DOLLARS(millions),,,,,,,,,
20277,20277,2024,B,Mining,i_Industry_Total,Activity unit,711,COUNT,,,,,,,,,
20278,20278,2024,B,Mining,i_Industry_Total,Fixed tangible assets,5725,DOLLARS(millions),,,,,,,,,
20279,20279,2024,B,Mining,i_Industry_Total,Operating profit before tax,832,DOLLARS(millions),,,,,,,,,
20280,20280,2024,B,Mining,i_Industry_Total,Rolling mean employees,6012,COUNT,,,,,,,,,
20281,20281,2024,B,Mining,i_Industry_Total,Salaries and wages paid,798,DOLLARS(millions),,,,,,,,,
20282,20282,2024,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",5465,DOLLARS(millions),,,,,,,,,
20283,20283,2024,B,Mining,i_Industry_Total,Total assets,12868,DOLLARS(millions),,,,,,,,,
20284,20284,2024,B,Mining,i_Industry_Total,Total expenditure,5237,DOLLARS(millions),,,,,,,,,
20285,20285,2024,B,Mining,i_Industry_Total,Total income,5758,DOLLARS(millions),,,,,,,,,
20286,20286,2024,C,Manufacturing,a_0,Activity unit,10590,COUNT,,,,,,,,,
20287,20287,2024,C,Manufacturing,a_0,Fixed tangible assets,2491,DOLLARS(millions),,,,,,,,,
20288,20288,2024,C,Manufacturing,a_0,Operating profit before tax,372,DOLLARS(millions),,,,,,,,,
20289,20289,2024,C,Manufacturing,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
20290,20290,2024,C,Manufacturing,a_0,Salaries and wages paid,485,DOLLARS(millions),,,,,,,,,
20291,20291,2024,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",3664,DOLLARS(millions),,,,,,,,,
20292,20292,2024,C,Manufacturing,a_0,Total assets,5421,DOLLARS(millions),,,,,,,,,
20293,20293,2024,C,Manufacturing,a_0,Total expenditure,3356,DOLLARS(millions),,,,,,,,,
20294,20294,2024,C,Manufacturing,a_0,Total income,3739,DOLLARS(millions),,,,,,,,,
20295,20295,2024,C,Manufacturing,b_1-5,Activity unit,6537,COUNT,,,,,,,,,
20296,20296,2024,C,Manufacturing,b_1-5,Fixed tangible assets,876,DOLLARS(millions),,,,,,,,,
20297,20297,2024,C,Manufacturing,b_1-5,Operating profit before tax,424,DOLLARS(millions),,,,,,,,,
20298,20298,2024,C,Manufacturing,b_1-5,Rolling mean employees,15258,COUNT,,,,,,,,,
